Date,AAPL,GOOG,MSFT,NVDA,TSLA
2022-03-22,165.9105682373047,139.44859313964844,295.8489074707031,26.480199813842773,331.32666015625
2022-03-23,167.27662658691406,137.68507385253906,291.40234375,25.5916690826416,333.03668212890625
2022-03-24,171.07012939453125,140.4769744873047,295.8878479003906,28.103513717651367,337.97332763671875
2022-03-25,171.7089080810547,140.6852569580078,295.47918701171875,27.646268844604492,336.8800048828125
2022-03-28,172.57373046875,141.11122131347656,302.30963134765625,28.172399520874023,363.9466552734375
2022-03-29,175.8758087158203,142.4035186767578,306.89239501953125,28.608675003051758,366.5233459472656
2022-03-30,174.70631408691406,141.80160522460938,305.38421630859375,27.644271850585938,364.663330078125
2022-03-31,171.60079956054688,138.8242950439453,299.984130859375,27.240936279296875,359.20001220703125
2022-04-01,171.3059539794922,139.8686065673828,301.064208984375,26.66788673400879,361.5299987792969
2022-04-04,175.36477661132812,142.79371643066406,306.46429443359375,27.314817428588867,381.8166809082031
2022-04-05,172.0430450439453,140.2294921875,302.4847412109375,25.8881778717041,363.7533264160156
2022-04-06,168.86866760253906,136.36541748046875,291.4120788574219,24.36669158935547,348.586669921875
2022-04-07,169.17337036132812,135.6586456298828,293.2315673828125,24.16802215576172,352.4200134277344
2022-04-08,167.15869140625,133.2186279296875,288.9504089355469,23.08081817626953,341.8299865722656
2022-04-11,162.89346313476562,129.02952575683594,277.5566101074219,21.88080406188965,325.30999755859375
2022-04-12,164.7705841064453,127.61593627929688,274.4429931640625,21.468490600585938,328.98333740234375
2022-04-13,167.4633331298828,129.51611328125,279.8529052734375,22.166332244873047,340.7900085449219
2022-04-14,162.44140625,126.50106048583984,272.2732238769531,21.2228946685791,328.3333435058594
2022-04-18,162.2252197265625,127.20487976074219,272.944580078125,21.747024536132812,334.7633361816406
2022-04-19,164.51504516601562,129.7596893310547,277.5955505371094,22.161344528198242,342.7166748046875
2022-04-20,164.34796142578125,127.48770141601562,278.62689208984375,21.446523666381836,325.73333740234375
2022-04-21,163.55194091796875,124.1992416381836,273.22674560546875,20.14967155456543,336.260009765625
2022-04-22,159.00172424316406,118.90718841552734,266.6298522949219,19.482772827148438,335.01666259765625
2022-04-25,160.07293701171875,122.5217056274414,273.1392517089844,19.8691349029541,332.67333984375
2022-04-26,154.0977020263672,118.79983520507812,262.92279052734375,18.756973266601562,292.1400146484375
2022-04-27,153.87167358398438,114.3408432006836,275.5717468261719,18.38458824157715,293.836669921875
2022-04-28,160.81982421875,118.70589447021484,281.8086853027344,19.749330520629883,292.5033264160156
2022-04-29,154.93309020996094,114.28715515136719,270.02557373046875,18.51637077331543,290.2533264160156
2022-05-02,155.23776245117188,116.46470642089844,276.7879333496094,19.500743865966797,300.9800109863281
2022-05-03,156.7315216064453,117.43147277832031,274.1705322265625,19.569631576538086,303.0833435058594
2022-05-04,163.15884399414062,121.8507080078125,282.1491394042969,20.300418853759766,317.5400085449219
2022-05-05,154.06826782226562,116.05663299560547,269.8601989746094,18.81287956237793,291.09332275390625
2022-05-06,154.79653930664062,114.9765625,267.3110046386719,18.6441593170166,288.54998779296875
2022-05-09,149.6590118408203,112.41578674316406,257.43505859375,16.922008514404297,262.3699951171875
2022-05-10,152.0702667236328,113.90742492675781,262.2221374511719,17.565940856933594,266.67999267578125
2022-05-11,144.18675231933594,113.28759765625,253.51385498046875,16.6025390625,244.6666717529297
2022-05-12,140.3089599609375,112.4923324584961,248.454345703125,16.14828872680664,242.6666717529297
2022-05-13,144.78713989257812,115.82701110839844,254.0684814453125,17.676759719848633,256.5299987792969
2022-05-16,143.24192810058594,114.11418914794922,254.43826293945312,17.235492706298828,241.4566650390625
2022-05-17,146.88351440429688,116.01190948486328,259.6145935058594,18.146982192993164,253.8699951171875
2022-05-18,138.59646606445312,111.73682403564453,247.79441833496094,16.91002655029297,236.60333251953125
2022-05-19,135.18125915527344,110.09109497070312,246.87767028808594,17.095720291137695,236.47332763671875
2022-05-20,135.4174346923828,108.66706848144531,246.31202697753906,16.66642951965332,221.3000030517578
2022-05-23,140.85031127929688,111.00665283203125,254.20187377929688,16.870094299316406,224.96665954589844
2022-05-24,138.14369201660156,105.30007934570312,253.19735717773438,16.127323150634766,209.3866729736328
2022-05-25,138.30117797851562,105.21409606933594,256.02557373046875,16.94696617126465,219.60000610351562
2022-05-26,141.5096893310547,107.65606689453125,259.3219909667969,17.82151985168457,235.91000366210938
2022-05-27,147.27719116210938,112.1324691772461,266.48040771484375,18.779935836791992,253.2100067138672
2022-05-31,146.4897918701172,113.36514282226562,265.1443176269531,18.641162872314453,252.75332641601562
2022-06-01,146.36187744140625,113.46255493164062,265.6806945800781,18.289743423461914,246.7899932861328
2022-06-02,148.82240295410156,117.05023956298828,267.78729248046875,19.559642791748047,258.3333435058594
2022-06-03,143.08447265625,113.88703918457031,263.3400573730469,18.689085006713867,234.51666259765625
2022-06-06,143.8324432373047,116.31908416748047,262.1014709472656,18.754976272583008,238.27999877929688
2022-06-07,146.36187744140625,116.53678894042969,265.7586669921875,18.894744873046875,238.8866729736328
2022-06-08,145.6237335205078,116.54522705078125,263.7204284667969,18.621139526367188,241.86666870117188
2022-06-09,140.38772583007812,114.23894500732422,258.23944091796875,18.022008895874023,239.7066650390625
2022-06-10,134.96473693847656,110.76907348632812,246.73138427734375,16.949548721313477,232.22999572753906
2022-06-13,129.797607421875,106.24496459960938,236.26683044433594,15.624463081359863,215.73666381835938
2022-06-14,130.66372680664062,106.56058502197266,238.441650390625,15.813190460205078,220.88999938964844
2022-06-15,133.2915802001953,109.73819732666016,245.5317840576172,16.503192901611328,233.0
2022-06-16,128.00636291503906,106.0058822631836,238.9097900390625,15.578529357910156,213.10000610351562
2022-06-17,129.482666015625,107.22811889648438,241.5235137939453,15.857128143310547,216.75999450683594
2022-06-21,133.72462463378906,111.35308837890625,247.4628448486328,16.542137145996094,237.0366668701172
2022-06-22,133.2128448486328,111.37197875976562,246.86795043945312,16.336435317993164,236.086669921875
2022-06-23,136.08673095703125,112.0186538696289,252.45614624023438,16.201627731323242,235.07000732421875
2022-06-24,139.42318725585938,117.83756256103516,261.0774841308594,17.101333618164062,245.7066650390625
2022-06-27,139.42318725585938,115.9333724975586,258.3370056152344,16.84470558166504,244.9199981689453
2022-06-28,135.26983642578125,111.90631866455078,250.1350555419922,15.958980560302734,232.663330078125
2022-06-29,137.0315704345703,111.59317016601562,253.8215789794922,15.519613265991211,228.49000549316406
2022-06-30,134.56117248535156,108.72621154785156,250.47640991210938,15.137165069580078,224.47332763671875
2022-07-01,136.7362823486328,108.43643951416016,253.15834045410156,14.502082824707031,227.26333618164062
2022-07-05,139.3247528076172,113.21403503417969,256.3475036621094,14.9424467086792,233.06666564941406
2022-07-06,140.66329956054688,114.53269958496094,259.62432861328125,15.108206748962402,231.73333740234375
2022-07-07,144.03915405273438,118.60102081298828,261.7601318359375,15.835158348083496,244.5433349609375
2022-07-08,144.71820068359375,119.45842742919922,261.0384826660156,15.815186500549316,250.76333618164062
2022-07-11,142.5824737548828,115.83396911621094,257.96636962890625,15.130175590515137,234.3433380126953
2022-07-12,143.55686950683594,114.17086029052734,247.3945770263672,15.06027603149414,233.07000732421875
2022-07-13,143.19271850585938,111.52409362792969,246.46807861328125,15.142156600952148,237.0399932861328
2022-07-14,146.12567138671875,110.78150177001953,247.79441833496094,15.349858283996582,238.31333923339844
2022-07-15,147.798828125,112.10066223144531,250.36912536621094,15.739297866821289,240.06666564941406
2022-07-18,144.74777221679688,109.26053619384766,247.960205078125,16.077808380126953,240.54666137695312
2022-07-19,148.61569213867188,113.94271850585938,253.1095733642578,16.967525482177734,245.52999877929688
2022-07-20,150.62347412109375,114.0222396850586,255.7818145751953,17.781347274780273,247.5
2022-07-21,152.89703369140625,114.36022186279297,258.2882385253906,18.024002075195312,271.7066650390625
2022-07-22,151.6569366455078,107.71969604492188,253.91903686523438,17.29405403137207,272.24334716796875
2022-07-25,150.53492736816406,107.5705795288086,252.4268798828125,16.999479293823242,268.4333190917969
2022-07-26,149.20623779296875,104.81694030761719,245.6683349609375,16.509185791015625,258.8599853515625
2022-07-27,154.3142852783203,112.92872619628906,262.091796875,17.764375686645508,274.82000732421875
2022-07-28,154.86544799804688,113.91287994384766,269.572021484375,17.958097457885742,280.8999938964844
2022-07-29,159.94395446777344,115.95076751708984,273.79486083984375,18.1368408203125,297.1499938964844
2022-08-01,158.95974731445312,114.7976303100586,271.1324157714844,18.414438247680664,297.27667236328125
2022-08-02,157.4834442138672,115.21514892578125,268.0213623046875,18.499311447143555,300.586669921875
2022-08-03,163.50682067871094,118.07813262939453,275.4820861816406,18.865785598754883,307.39666748046875
2022-08-04,163.19187927246094,118.16759490966797,276.6329345703125,19.18732261657715,308.6333312988281
2022-08-05,162.9651641845703,117.52143859863281,275.9112548828125,18.961650848388672,288.1700134277344
2022-08-08,162.4921112060547,117.44190979003906,273.3852844238281,17.767372131347656,290.42333984375
2022-08-09,162.5413818359375,116.8056869506836,275.3162841796875,17.061386108398438,283.3333435058594
2022-08-10,166.79908752441406,119.93706512451172,282.006591796875,18.070932388305664,294.3566589355469
2022-08-11,166.0598907470703,119.11198425292969,279.91949462890625,17.916154861450195,286.6300048828125
2022-08-12,169.61781311035156,121.9252700805664,284.6885681152344,18.68205451965332,300.0299987792969
2022-08-15,170.69212341308594,122.15389251708984,286.2099609375,19.004587173461914,309.32000732421875
2022-08-16,170.53443908691406,121.78608703613281,285.46875,18.851804733276367,306.5633239746094
2022-08-17,172.0325164794922,119.60901641845703,284.71624755859375,18.308589935302734,303.9966735839844
2022-08-18,171.6382598876953,120.14582824707031,283.59234619140625,18.745962142944336,302.8699951171875
2022-08-19,169.04620361328125,117.42202758789062,279.6634216308594,17.823293685913086,296.6666564941406
2022-08-22,165.15316772460938,114.39005279541016,271.4538269042969,17.009464263916016,289.913330078125
2022-08-23,164.8180389404297,114.09181213378906,270.1735534667969,17.156253814697266,296.4533386230469
2022-08-24,165.11375427246094,114.0222396850586,269.538330078125,17.19719123840332,297.0966796875
2022-08-25,167.57765197753906,117.00450134277344,272.52886962890625,17.8872013092041,296.07000732421875
2022-08-26,161.2601318359375,110.64232635498047,262.0127868652344,16.236581802368164,288.0899963378906
2022-08-29,159.05245971679688,109.68799591064453,259.2176818847656,15.778241157531738,284.82000732421875
2022-08-30,156.61807250976562,109.26053619384766,257.0088195800781,15.445719718933105,277.70001220703125
2022-08-31,154.95242309570312,108.5050277709961,255.5429229736328,15.072259902954102,275.6099853515625
2022-09-01,155.68177795410156,109.89675903320312,254.49713134765625,13.916923522949219,277.1600036621094
2022-09-02,153.56277465820312,108.03780364990234,250.25550842285156,13.627344131469727,270.2099914550781
2022-09-06,152.30125427246094,106.84490966796875,247.50918579101562,13.445606231689453,274.4200134277344
2022-09-07,153.71063232421875,109.82717895507812,252.239501953125,13.698315620422363,283.70001220703125
2022-09-08,152.23226928710938,108.7734375,252.65972900390625,13.974000930786133,289.260009765625
2022-09-09,155.10023498535156,111.1194839477539,258.4650573730469,14.370546340942383,299.67999267578125
2022-09-12,161.0728759765625,111.2089614868164,260.6054382324219,14.488409996032715,304.4200134277344
2022-09-13,151.62120056152344,104.68772888183594,246.2777862548828,13.115981101989746,292.1300048828125
2022-09-14,153.06996154785156,105.24441528320312,246.50253295898438,13.11298656463623,302.6099853515625
2022-09-15,150.17236328125,103.28605651855469,239.81759643554688,12.914215087890625,303.75
2022-09-16,148.52647399902344,103.01764678955078,239.19212341308594,13.182905197143555,303.3500061035156
2022-09-19,152.25198364257812,103.23633575439453,238.97711181640625,13.366694450378418,309.07000732421875
2022-09-20,154.6370391845703,101.22828674316406,236.9540252685547,13.160930633544922,308.7300109863281
2022-09-21,151.50291442871094,99.41903686523438,233.53335571289062,13.245835304260254,300.79998779296875
2022-09-22,150.5370635986328,99.9757308959961,235.517333984375,12.54663372039795,288.5899963378906
2022-09-23,148.26036071777344,98.58399963378906,232.5266876220703,12.501684188842773,275.3299865722656
2022-09-26,148.595458984375,98.22613525390625,232.06736755371094,12.214014053344727,276.010009765625
2022-09-27,149.57118225097656,97.5103759765625,231.0509490966797,12.398804664611816,282.94000244140625
2022-09-28,147.6788787841797,100.14472198486328,235.6053009033203,12.72143268585205,287.80999755859375
2022-09-29,140.42503356933594,97.5103759765625,232.11624145507812,12.206026077270508,268.2099914550781
2022-09-30,136.20677185058594,95.58184051513672,227.62051391601562,12.125117301940918,265.25
2022-10-03,140.39544677734375,98.7132339477539,235.28280639648438,12.49769115447998,242.39999389648438
2022-10-04,143.99281311035156,101.80485534667969,243.23826599121094,13.151939392089844,249.44000244140625
2022-10-05,144.2884979248047,101.61598205566406,243.551025390625,13.193891525268555,240.80999755859375
2022-10-06,143.3324737548828,101.63585662841797,241.1956329345703,13.114984512329102,238.1300048828125
2022-10-07,138.0695037841797,98.98164367675781,228.93014526367188,12.062190055847168,223.07000732421875
2022-10-10,138.3947296142578,98.12671661376953,224.05323791503906,11.656652450561523,222.9600067138672
2022-10-11,136.97549438476562,97.47062683105469,220.30030822753906,11.572750091552734,216.5
2022-10-12,136.34475708007812,97.71914672851562,220.63258361816406,11.486848831176758,217.24000549316406
2022-10-13,140.92770385742188,99.12081146240234,228.93014526367188,11.946319580078125,221.72000122070312
2022-10-14,136.3842010498047,96.60576629638672,223.37890625,11.214160919189453,204.99000549316406
2022-10-17,140.3560333251953,100.18448638916016,232.14553833007812,11.87440299987793,219.35000610351562
2022-10-18,141.6767120361328,100.79088592529297,233.09356689453125,11.953315734863281,220.19000244140625
2022-10-19,141.78512573242188,99.6973876953125,231.1193389892578,12.037217140197754,222.0399932861328
2022-10-20,141.32191467285156,99.93595886230469,230.7968292236328,12.180054664611816,207.27999877929688
2022-10-21,145.1459197998047,100.88035583496094,236.63150024414062,12.451744079589844,214.44000244140625
2022-10-24,147.2945098876953,102.3615493774414,241.6452178955078,12.58459186553955,211.25
2022-10-25,150.14283752441406,104.3099594116211,244.97792053222656,13.245835304260254,222.4199981689453
2022-10-26,147.19593811035156,94.25971221923828,226.07635498046875,12.881250381469727,224.63999938964844
2022-10-27,142.7115478515625,92.05281829833984,221.60992431640625,13.160930633544922,225.08999633789062
2022-10-28,153.4937744140625,96.00931549072266,230.52316284179688,13.818178176879883,228.52000427246094
2022-10-31,151.12841796875,94.10066223144531,226.86798095703125,13.481562614440918,227.5399932861328
2022-11-01,148.4771728515625,89.9652328491211,222.99771118164062,13.527512550354004,227.82000732421875
2022-11-02,142.93824768066406,86.55549621582031,215.1106719970703,13.203882217407227,214.97999572753906
2022-11-03,136.87696838378906,82.99665069580078,209.39324951171875,13.40565013885498,215.30999755859375
2022-11-04,136.61041259765625,86.18768310546875,216.37139892578125,14.139809608459473,207.47000122070312
2022-11-07,137.1434783935547,88.12616729736328,222.70452880859375,14.28464412689209,197.0800018310547
2022-11-08,137.71607971191406,88.38462829589844,223.68186950683594,14.585301399230957,191.3000030517578
2022-11-09,133.1453094482422,86.88355255126953,219.4207000732422,13.76024341583252,177.58999633789062
2022-11-10,144.99183654785156,93.61353302001953,237.47203063964844,15.731986999511719,190.72000122070312
2022-11-11,147.78564453125,96.15840911865234,241.50840759277344,16.308326721191406,195.97000122070312
2022-11-14,146.3838348388672,95.46255493164062,236.07440185546875,16.2763671875,190.9499969482422
2022-11-15,148.1212921142578,98.13665771484375,236.48489379882812,16.646942138671875,194.4199981689453
2022-11-16,146.88726806640625,98.40505981445312,236.91610717773438,15.891803741455078,186.9199981689453
2022-11-17,148.7926025390625,97.91796112060547,236.86712646484375,15.65907096862793,183.1699981689453
2022-11-18,149.35531616210938,97.22210693359375,236.41629028320312,15.391376495361328,180.19000244140625
2022-11-21,146.1172637939453,95.26373291015625,237.2297821044922,15.299482345581055,167.8699951171875
2022-11-22,148.25949096679688,96.75486755371094,240.150390625,16.01966094970703,169.91000366210938
2022-11-23,149.13812255859375,98.2360610961914,242.64964294433594,16.500110626220703,183.1999969482422
2022-11-25,146.2159881591797,97.02326965332031,242.56143188476562,16.251394271850586,182.86000061035156
2022-11-28,142.375732421875,95.68126678466797,236.94552612304688,15.80889892578125,182.9199981689453
2022-11-29,139.36473083496094,94.87603759765625,235.5440216064453,15.621113777160645,180.8300018310547
2022-11-30,146.13702392578125,100.85052490234375,250.05909729003906,16.907968521118164,194.6999969482422
2022-12-01,146.4134063720703,100.68153381347656,249.61805725097656,17.119779586791992,194.6999969482422
2022-12-02,145.91983032226562,100.23419189453125,249.94146728515625,16.861011505126953,194.86000061035156
2022-12-05,144.75491333007812,99.27986907958984,245.21746826171875,16.59524917602539,182.4499969482422
2022-12-06,141.08245849609375,96.7349853515625,240.23863220214844,15.972801208496094,179.82000732421875
2022-12-07,139.13768005371094,94.58776092529297,239.50357055664062,16.105682373046875,174.0399932861328
2022-12-08,140.8258056640625,93.39484405517578,242.4732208251953,17.15375328063965,173.44000244140625
2022-12-09,140.34207153320312,92.52005004882812,240.5326385498047,16.985898971557617,179.0500030517578
2022-12-12,142.64227294921875,93.00714874267578,247.4814453125,17.519426345825195,167.82000732421875
2022-12-13,143.60972595214844,95.28361511230469,251.80364990234375,18.055952072143555,160.9499969482422
2022-12-14,141.37864685058594,94.74681091308594,252.09764099121094,17.658302307128906,156.8000030517578
2022-12-15,134.7544708251953,90.66108703613281,244.05113220214844,16.93694305419922,157.6699981689453
2022-12-16,132.78988647460938,90.32311248779297,239.8171844482422,16.556283950805664,150.22999572753906
2022-12-19,130.67724609375,88.62321472167969,235.66160583496094,16.23956298828125,149.8699951171875
2022-12-20,130.608154296875,89.10037231445312,236.98472595214844,16.070716857910156,137.8000030517578
2022-12-21,133.71788024902344,89.71671295166016,239.56234741210938,16.486343383789062,137.57000732421875
2022-12-22,130.53903198242188,87.73847961425781,233.44662475585938,15.3253755569458,125.3499984741211
2022-12-23,130.1737823486328,89.27931213378906,233.97586059570312,15.19249439239502,123.1500015258789
2022-12-27,128.3671875,87.41043090820312,232.24114990234375,14.10845947265625,109.0999984741211
2022-12-28,124.42821502685547,85.94910430908203,229.85952758789062,14.023534774780273,112.70999908447266
2022-12-29,127.9525375366211,88.42439270019531,236.21044921875,14.590031623840332,121.81999969482422
2022-12-30,128.26844787597656,88.20569610595703,235.04417419433594,14.601021766662598,123.18000030517578
2023-01-03,123.4706039428711,89.16995239257812,234.8089599609375,14.302285194396973,108.0999984741211
2023-01-04,124.74411010742188,88.18580627441406,224.53765869140625,14.735898971557617,113.63999938964844
2023-01-05,123.42123413085938,86.25726318359375,217.8828582763672,14.252331733703613,110.33999633789062
2023-01-06,127.96244049072266,87.63907623291016,220.45068359375,14.845803260803223,113.05999755859375
2023-01-09,128.4856414794922,88.27528381347656,222.59707641601562,15.614119529724121,119.7699966430664
2023-01-10,129.0582275390625,88.7126693725586,224.2926483154297,15.89487075805664,118.8499984741211
2023-01-11,131.78294372558594,91.71483612060547,231.07481384277344,15.986788749694824,123.22000122070312
2023-01-12,131.70394897460938,91.36690521240234,233.76023864746094,16.496335983276367,123.55999755859375
2023-01-13,133.03668212890625,92.25164031982422,234.46591186523438,16.88399314880371,122.4000015258789
2023-01-17,134.2016143798828,91.61542510986328,235.5635986328125,17.686279296875,131.49000549316406
2023-01-18,133.48094177246094,91.2376708984375,231.114013671875,17.361570358276367,128.77999877929688
2023-01-19,133.54017639160156,93.35508728027344,227.31129455566406,16.75010871887207,127.16999816894531
2023-01-20,136.10693359375,98.69335174560547,235.4362030029297,17.823158264160156,133.4199981689453
2023-01-23,139.3054962158203,100.61194610595703,237.7492218017578,19.175952911376953,143.75
2023-01-24,140.7073516845703,98.62376403808594,237.21995544433594,19.247894287109375,143.88999938964844
2023-01-25,140.0458984375,96.15840911865234,235.81845092773438,19.305837631225586,144.42999267578125
2023-01-26,142.11907958984375,98.57406616210938,243.061279296875,19.784414291381836,160.27000427246094
2023-01-27,144.06385803222656,100.11489868164062,243.21807861328125,20.34691619873047,177.89999389648438
2023-01-30,141.17132568359375,97.37120056152344,237.87661743164062,19.14498519897461,166.66000366210938
2023-01-31,142.44483947753906,99.27986907958984,242.87509155273438,19.519649505615234,173.22000122070312
2023-02-01,143.57025146484375,100.83064270019531,247.7166748046875,20.924402236938477,181.41000366210938
2023-02-02,148.89134216308594,108.15709686279297,259.3306884765625,21.68971824645996,188.27000427246094
2023-02-03,152.52426147460938,104.59825134277344,253.2051544189453,21.081262588500977,189.97999572753906
2023-02-06,149.78968811035156,102.85860443115234,251.65663146972656,21.070270538330078,194.75999450683594
2023-02-07,152.67234802246094,107.4015884399414,262.23175048828125,22.153308868408203,196.80999755859375
2023-02-08,149.97726440429688,99.40909576416016,261.4183349609375,22.185277938842773,201.2899932861328
2023-02-09,148.94068908691406,94.89591979980469,258.3702087402344,22.317161560058594,207.32000732421875
2023-02-10,149.30653381347656,94.29946899414062,257.86053466796875,21.246112823486328,196.88999938964844
2023-02-13,152.11448669433594,94.43863677978516,265.91693115234375,21.76865005493164,194.63999938964844
2023-02-14,151.47181701660156,94.38893127441406,266.7499694824219,22.95060157775879,209.25
2023-02-15,153.57778930664062,96.5262222290039,264.61785888671875,22.74378204345703,214.24000549316406
2023-02-16,151.97607421875,95.21402740478516,257.572998046875,21.982460021972656,202.0399932861328
2023-02-17,150.82916259765625,94.03106689453125,253.55442810058594,21.36900520324707,208.30999755859375
2023-02-21,146.80502319335938,91.5060806274414,248.25852966308594,20.636655807495117,197.3699951171875
2023-02-22,147.23020935058594,91.25756072998047,247.1187744140625,20.73556900024414,200.86000061035156
2023-02-23,147.71466064453125,90.53187561035156,250.32186889648438,23.64298439025879,202.07000732421875
2023-02-24,145.05502319335938,88.822021484375,244.86875915527344,23.265321731567383,196.8800048828125
2023-02-27,146.25135803222656,89.5676040649414,245.7923583984375,23.48012924194336,207.6300048828125
2023-02-28,145.7471160888672,89.76641082763672,245.06527709960938,23.195383071899414,205.7100067138672
2023-03-01,143.67080688476562,89.97518157958984,241.97027587890625,22.67784309387207,202.77000427246094
2023-03-02,144.26406860351562,91.76454162597656,246.72576904296875,23.293289184570312,190.89999389648438
2023-03-03,149.3262939453125,93.46443176269531,250.83279418945312,23.868785858154297,197.7899932861328
2023-03-06,152.09471130371094,95.01521301269531,252.38519287109375,23.533082962036133,193.80999755859375
2023-03-07,149.88986206054688,93.61353302001953,249.7126922607422,23.271268844604492,187.7100067138672
2023-03-08,151.14552307128906,94.09071350097656,249.27053833007812,24.16362953186035,182.0
2023-03-09,148.89126586914062,92.11248016357422,247.91465759277344,23.41916275024414,172.9199981689453
2023-03-10,146.82484436035156,90.47221374511719,244.24977111816406,22.948501586914062,173.44000244140625
2023-03-13,148.77261352539062,91.1183853149414,249.48670959472656,22.949501037597656,174.47999572753906
